0.10000E-020.15000E-01 19.985     0.0000     0.0000    -67.208     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.20000E-01 19.985     0.0000     0.0000    -51.081     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.30000E-01 19.985     0.0000     0.0000    -41.537     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.40000E-01 19.985     0.0000     0.0000    -36.505     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.50000E-01 19.985     0.0000     0.0000    -32.898     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.60000E-01 19.985     0.0000     0.0000    -30.013     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.70000E-01 19.985     0.0000     0.0000    -27.571     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.80000E-01 19.985     0.0000     0.0000    -25.434     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.90000E-01 19.985     0.0000     0.0000    -23.520     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.10000     19.985     0.0000     0.0000    -21.780     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.12500     19.985     0.0000     0.0000    -17.979     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.15000     19.985     0.0000     0.0000    -14.733     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.17500     19.985     0.0000     0.0000    -11.869     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.20000     19.985     0.0000     0.0000    -9.2852     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.30000     19.985     0.0000     0.0000    -.70787     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.40000     19.985     0.0000     0.0000     6.2917     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.50000     19.985     0.0000     0.0000     12.526     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.60000     19.985     0.0000     0.0000     18.446     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.65000     19.985     0.0000     0.0000     21.405     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.70000     19.985     0.0000     0.0000     24.434     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.75000     19.985     0.0000     0.0000     27.603     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.80000     19.985     0.0000     0.0000     31.015     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.82500     19.985     0.0000     0.0000     32.864     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.85000     19.985     0.0000     0.0000     34.850     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.87500     19.985     0.0000     0.0000     37.026     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.90000     19.985     0.0000     0.0000     39.476     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.91000     19.985     0.0000     0.0000     40.562     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.92000     19.985     0.0000     0.0000     41.729     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.93000     19.985     0.0000     0.0000     42.997     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.94000     19.985     0.0000     0.0000     44.393     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.95000     19.985     0.0000     0.0000     45.961     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.96000     19.985     0.0000     0.0000     47.768     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.97000     19.985     0.0000     0.0000     49.934     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.98000     19.985     0.0000     0.0000     52.707     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-020.99000     19.985     0.0000     0.0000     56.763     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.15000E-01 19.985     0.0000     0.0000    -94.088     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.20000E-01 19.985     0.0000     0.0000    -69.738     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.30000E-01 19.985     0.0000     0.0000    -55.612     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.40000E-01 19.985     0.0000     0.0000    -48.286     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.50000E-01 19.985     0.0000     0.0000    -43.125     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.60000E-01 19.985     0.0000     0.0000    -39.056     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.70000E-01 19.985     0.0000     0.0000    -35.655     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.80000E-01 19.985     0.0000     0.0000    -32.707     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.90000E-01 19.985     0.0000     0.0000    -30.091     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.10000     19.985     0.0000     0.0000    -27.729     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.12500     19.985     0.0000     0.0000    -22.623     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.15000     19.985     0.0000     0.0000    -18.312     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.17500     19.985     0.0000     0.0000    -14.542     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.20000     19.985     0.0000     0.0000    -11.166     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.30000     19.985     0.0000     0.0000    -.96328E-01 0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.40000     19.985     0.0000     0.0000     8.8081     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.50000     19.985     0.0000     0.0000     16.659     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.60000     19.985     0.0000     0.0000     24.054     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.65000     19.985     0.0000     0.0000     27.729     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.70000     19.985     0.0000     0.0000     31.476     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.75000     19.985     0.0000     0.0000     35.378     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.80000     19.985     0.0000     0.0000     39.559     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.82500     19.985     0.0000     0.0000     41.812     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.85000     19.985     0.0000     0.0000     44.221     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.87500     19.985     0.0000     0.0000     46.844     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.90000     19.985     0.0000     0.0000     49.771     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.91000     19.985     0.0000     0.0000     51.057     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.92000     19.985     0.0000     0.0000     52.430     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.93000     19.985     0.0000     0.0000     53.907     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.94000     19.985     0.0000     0.0000     55.517     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.95000     19.985     0.0000     0.0000     57.296     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.96000     19.985     0.0000     0.0000     59.301     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.97000     19.985     0.0000     0.0000     61.624     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.98000     19.985     0.0000     0.0000     64.430     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000E-010.99000     19.985     0.0000     0.0000     68.062     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.20000E-01 19.985     0.0000     0.0000    -95.005     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.30000E-01 19.985     0.0000     0.0000    -72.926     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.40000E-01 19.985     0.0000     0.0000    -62.482     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.50000E-01 19.985     0.0000     0.0000    -55.351     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.60000E-01 19.985     0.0000     0.0000    -49.828     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.70000E-01 19.985     0.0000     0.0000    -45.267     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.80000E-01 19.985     0.0000     0.0000    -41.353     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.90000E-01 19.985     0.0000     0.0000    -37.905     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.10000     19.985     0.0000     0.0000    -34.812     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.12500     19.985     0.0000     0.0000    -28.185     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.15000     19.985     0.0000     0.0000    -22.651     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.17500     19.985     0.0000     0.0000    -17.854     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.20000     19.985     0.0000     0.0000    -13.590     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.30000     19.985     0.0000     0.0000    0.17026     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.40000     19.985     0.0000     0.0000     10.983     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.50000     19.985     0.0000     0.0000     20.290     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.60000     19.985     0.0000     0.0000     28.774     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.65000     19.985     0.0000     0.0000     32.873     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.70000     19.985     0.0000     0.0000     36.951     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.75000     19.985     0.0000     0.0000     41.066     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.80000     19.985     0.0000     0.0000     45.287     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.82500     19.985     0.0000     0.0000     47.465     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.85000     19.985     0.0000     0.0000     49.705     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.87500     19.985     0.0000     0.0000     52.026     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.90000     19.985     0.0000     0.0000     54.451     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.91000     19.985     0.0000     0.0000     55.457     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.92000     19.985     0.0000     0.0000     56.487     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.93000     19.985     0.0000     0.0000     57.544     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.94000     19.985     0.0000     0.0000     58.631     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.95000     19.985     0.0000     0.0000     59.752     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.96000     19.985     0.0000     0.0000     60.910     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.97000     19.985     0.0000     0.0000     62.112     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.98000     19.985     0.0000     0.0000     63.364     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.10000    0.99000     19.985     0.0000     0.0000     64.674     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.30000E-01 19.985     0.0000     0.0000    -139.66     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.40000E-01 19.985     0.0000     0.0000    -102.13     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.50000E-01 19.985     0.0000     0.0000    -87.821     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.60000E-01 19.985     0.0000     0.0000    -78.633     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.70000E-01 19.985     0.0000     0.0000    -71.759     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.80000E-01 19.985     0.0000     0.0000    -66.212     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.90000E-01 19.985     0.0000     0.0000    -61.531     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.10000     19.985     0.0000     0.0000    -57.460     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.12500     19.985     0.0000     0.0000    -49.101     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.15000     19.985     0.0000     0.0000    -42.374     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.17500     19.985     0.0000     0.0000    -36.681     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.20000     19.985     0.0000     0.0000    -31.709     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.30000     19.985     0.0000     0.0000    -16.103     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.40000     19.985     0.0000     0.0000    -4.2618     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.50000     19.985     0.0000     0.0000     5.5981     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.60000     19.985     0.0000     0.0000     14.258     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.65000     19.985     0.0000     0.0000     18.277     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.70000     19.985     0.0000     0.0000     22.140     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.75000     19.985     0.0000     0.0000     25.875     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.80000     19.985     0.0000     0.0000     29.507     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.82500     19.985     0.0000     0.0000     31.292     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.85000     19.985     0.0000     0.0000     33.058     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.87500     19.985     0.0000     0.0000     34.808     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.90000     19.985     0.0000     0.0000     36.544     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.91000     19.985     0.0000     0.0000     37.236     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.92000     19.985     0.0000     0.0000     37.925     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.93000     19.985     0.0000     0.0000     38.613     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.94000     19.985     0.0000     0.0000     39.299     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.95000     19.985     0.0000     0.0000     39.984     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.96000     19.985     0.0000     0.0000     40.668     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.50000    0.97000     19.985     0.0000     0.0000     41.350     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.90000    0.15000     19.985     0.0000     0.0000    -157.05     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.90000    0.17500     19.985     0.0000     0.0000    -126.72     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.90000    0.20000     19.985     0.0000     0.0000    -111.84     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
0.90000    0.30000     19.985     0.0000     0.0000    -82.111     0.0000     0.0000     0.0000    0.69920-319 0.0000     0.0000    0.10170-316 0.0000     0.0000    
